1,3,5,0.41,194640
1,3,6,0.39,195108
1,3,7,0.39,196316
1,3,8,0.40,198772
1,3,9,0.43,212972
1,3,10,0.85,280316
1,3,11,2.37,574640
1,3,12,8.30,1754876
1,3,13,32.14,6472024
1,3,14,122.73,25347168
1,5,5,0.41,194804
1,5,6,0.39,194292
1,5,7,0.39,195512
1,5,8,0.42,199328
1,5,9,0.52,219276
1,5,10,0.88,279616
1,5,11,2.46,574448
1,5,12,8.67,1753512
1,5,13,33.76,6472420
1,5,14,129.33,25346372
1,7,5,0.41,194020
1,7,6,0.39,194056
1,7,7,0.40,196192
1,7,8,0.41,198268
1,7,9,0.46,213040
1,7,10,0.95,279692
1,7,11,2.74,574548
1,7,12,9.79,1753856
1,7,13,37.82,6473368
1,7,14,151.42,25347220
1,9,5,0.41,194656
1,9,6,0.39,194320
1,9,7,0.40,195556
1,9,8,0.41,198812
1,9,9,0.48,212248
1,9,10,1.04,280488
1,9,11,3.15,573720
1,9,12,11.28,1753228
1,9,13,43.93,6473200
1,9,14,185.42,25346956
1,11,5,0.41,194708
1,11,6,0.40,195136
1,11,7,0.40,196264
1,11,8,0.42,198772
1,11,9,0.52,213096
1,11,10,1.16,278784
1,11,11,3.62,574148
1,11,12,13.17,1753228
1,11,13,53.04,6472248
1,11,14,222.50,25347844
2,3,5,0.41,193824
2,3,6,0.39,195168
2,3,7,0.40,196332
2,3,8,0.42,195060
2,3,9,0.52,226200
2,3,10,0.90,312580
2,3,11,2.67,706040
2,3,12,9.47,2278312
2,3,13,37.47,8570508
2,3,14,147.56,33735732
2,5,5,0.42,194296
2,5,6,0.39,194156
2,5,7,0.41,195700
2,5,8,0.42,199272
2,5,9,0.47,214996
2,5,10,1.00,312560
2,5,11,3.02,704660
2,5,12,11.35,2278156
2,5,13,48.87,8569984
2,5,14,206.56,33735124
2,7,5,0.41,194304
2,7,6,0.40,193912
2,7,7,0.41,195980
2,7,8,0.42,198804
2,7,9,0.51,214612
2,7,10,1.14,312620
2,7,11,3.63,705332
2,7,12,15.21,2278344
2,7,13,57.64,8569740
2,7,14,268.45,33736076
2,9,5,0.41,194820
2,9,6,0.39,193940
2,9,7,0.40,195452
2,9,8,0.44,199312
2,9,9,0.56,214444
2,9,10,1.34,312224
2,9,11,4.44,706164
2,9,12,17.75,2277644
2,9,13,72.17,8570176
2,9,14,357.80,33736092
2,11,5,0.41,193840
2,11,6,0.40,194192
2,11,7,0.41,195496
2,11,8,0.46,199092
2,11,9,0.61,214456
2,11,10,1.59,312612
2,11,11,5.54,705272
2,11,12,21.66,2278388
2,11,13,93.61,8569284
2,11,14,477.57,33735840
3,3,5,0.41,193932
3,3,6,0.39,194328
3,3,7,0.40,195672
3,3,8,0.41,200072
3,3,9,0.48,229232
3,3,10,1.18,377376
3,3,11,3.59,967916
3,3,12,14.01,3326156
3,3,13,58.97,12764172
3,3,14,261.36,50512932
3,5,5,0.41,193868
3,5,6,0.40,195428
3,5,7,0.40,196420
3,5,8,0.43,200856
3,5,9,0.54,228152
3,5,10,1.43,378368
3,5,11,4.77,967852
3,5,12,18.99,3327040
3,5,13,78.29,12764128
3,5,14,381.00,50513632
3,7,5,0.42,194880
3,7,6,0.39,194304
3,7,7,0.41,196500
3,7,8,0.46,201208
3,7,9,0.64,229664
3,7,10,1.82,378568
3,7,11,6.53,967752
3,7,12,25.66,3327280
3,7,13,112.64,12764140
3,7,14,563.68,50512364
3,9,5,0.47,194936
3,9,6,0.46,195428
3,9,7,0.48,195320
3,9,8,0.60,200100
3,9,9,0.86,228080
3,9,10,2.38,377604
3,9,11,8.11,967900
3,9,12,42.80,3326864
3,9,13,173.40,12763276
3,9,14,780.28,50513916
3,11,5,0.42,195348
3,11,6,0.41,195108
3,11,7,0.44,196228
3,11,8,0.54,201456
3,11,9,0.92,229028
3,11,10,2.91,378248
3,11,11,10.43,967888
3,11,12,56.62,3327032
3,11,13,216.82,12763464
3,11,14,996.10,50513684
4,3,5,0.42,194040
4,3,6,0.41,194488
4,3,7,0.43,194256
4,3,8,0.49,209200
4,3,9,0.65,295400
4,3,10,2.45,508504
4,3,11,8.54,1491828
4,3,12,34.05,5423424
4,3,13,138.27,21151628
4,3,14,560.30,84066560
4,5,5,0.42,194124
4,5,6,0.40,194776
4,5,7,0.42,193560
4,5,8,0.50,201272
4,5,9,0.85,262960
4,5,10,2.75,508024
4,5,11,10.13,1491260
4,5,12,38.85,5422672
4,5,13,162.38,21152588
4,5,14,642.95,84067168
4,7,5,0.47,194500
4,7,6,0.46,194816
4,7,7,0.50,193964
4,7,8,0.62,200672
4,7,9,1.10,262408
4,7,10,3.69,509368
4,7,11,13.36,1491376
4,7,12,50.27,5423576
4,7,13,204.77,21153040
4,7,14,797.57,84067260
4,9,5,0.43,194008
4,9,6,0.41,194920
4,9,7,0.46,194636
4,9,8,0.61,202652
4,9,9,1.22,262716
4,9,10,4.38,508716
4,9,11,16.15,1491492
4,9,12,62.30,5423388
4,9,13,250.57,21153464
4,9,14,1012.27,84067508
4,11,5,0.47,194204
4,11,6,0.47,195344
4,11,7,0.53,194416
4,11,8,0.74,201256
4,11,9,1.65,262148
4,11,10,5.62,508168
4,11,11,20.81,1491900
4,11,12,80.12,5424236
4,11,13,321.56,21153436
4,11,14,1282.76,84066912
